Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
15911,AS268753,Florestawii Telecom Servicos de Comunicacao LTDA M,BR,3568,0.0,0.0,181
15912,AS58162,ASSVESSANETUA,UA,3568,0.01,0.0,383
15913,AS269566,PHI TELECOM LTDA.ME,BR,3568,0.0,0.0,181
15914,AS271314,JECTIX TELECOM,BR,3568,0.0,0.0,181
15915,AS269389,MundialNet Telecom,BR,3568,0.0,0.0,181
15916,AS269012,CLICK NET LINK INFORMATICA E TELECOMUNICACOES LTDA,BR,3568,0.0,0.0,181
15917,AS28661,HOTLINK INTERNET LTDA,BR,3568,0.0,0.0,181
15918,AS270514,JF PAUFERRO DOS SANTOS,BR,3568,0.0,0.0,181
15919,AS3848,WORLDLINX-2,CA,3568,0.01,0.0,387
15920,AS265409,RNET SERVICOS DE INTERNET LTDA,BR,3568,0.0,0.0,181
15921,AS268973,CARVALHOS SERVICOS DE INFORMATICA LTDA - ME,BR,3568,0.0,0.0,181
15922,AS270843,FCPI PROVEDORES DE INTERNET EIRELI,BR,3568,0.0,0.0,181
15923,AS52128,EKRAN-AS,UA,3568,0.01,0.0,383
15924,AS271228,WEB HOUSE,BR,3568,0.0,0.0,181
15925,AS266343,FT Net,BR,3568,0.0,0.0,181
15926,AS61667,BISCHOFF & SILVA LTDA,BR,3568,0.0,0.0,181
15927,AS139997,WORTEL-AS-ID PT Wortel,ID,3567,0.0,0.0,629
15928,AS267914,TVH S.A,PY,3565,0.07,0.0,315
15929,AS60453,"IMPULS-CONSTRUCT-AS MALULUI, NR. 10",RO,3565,0.03,0.0,605
15930,AS40898,OECONNECT,US,3564,0.0,0.0,627
15931,AS20329,DIAMONDNET,US,3564,0.0,0.0,627
15932,AS203724,MCAFEE-ENG-PDB,MX,3562,0.0,0.0,428
15933,AS269927,JORGE ALFREDO ARGUETA FLORES OMNIVISION-OMNICOM,SV,3561,0.15,0.0,2630
15934,AS200602,GBN-AS,PL,3560,0.01,0.0,200
15935,AS10594,CEC,US,3559,0.0,0.0,626
15936,AS138495,ALISHA-AS-AP Alisha Communication Link Pvt.Ltd,NP,3556,0.05,0.0,2001
15937,AS212388,CAGNET,CY,3555,0.33,0.0,763
15938,AS6834,AS6834,DK,3553,0.06,0.0,133
15939,AS72,SCHLUMBERGER-AS,MY,3553,0.01,0.0,1072
15940,AS134875,ZPOINTKOTA-AS ZPOINT KOTA,IN,3552,0.0,0.0,438
15941,AS41107,BACKBONE-CONNECT,GB,3552,0.01,0.0,375
15942,AS35704,ZIVIT-AS,DE,3550,0.01,0.0,149
15943,AS174,COGENT-174,SC,3550,5.7,0.0,2981
15944,AS45102,"CNNIC-ALIBABA-US-NET-AP Alibaba US Technology Co., Ltd.",DE,3550,0.01,0.0,149
15945,AS133354,IDNIC-AKPA-AS-ID PT Anugerah Karunia Perkasa Abadi,ID,3550,0.0,0.0,626
15946,AS31319,ESTRACOM-AS,IT,3550,0.01,0.0,219
15947,AS140481,T2NET-AS-ID PT Tonggak Teknologi Netikom,ID,3550,0.0,0.0,626
15948,AS270858,rodrigo torres lourerio me,BR,3548,0.0,0.0,180
15949,AS21409,IKOULA,FR,3548,0.01,0.0,188
15950,AS267951,ALVARO REBOUCAS COELHO - ME,BR,3548,0.0,0.0,180
15951,AS270837,L N DE CAMPOS,BR,3548,0.0,0.0,180
15952,AS270977,OPTIMUS NETWORK EIRELI - ME,BR,3548,0.0,0.0,180
15953,AS264884,-Reserved AS-,BR,3548,0.0,0.0,180
15954,AS262568,Netvia Telecom Provedor de Internet Ltda.,BR,3548,0.0,0.0,180
15955,AS270653,SPEED NETWORK TELECOM LTDA,BR,3548,0.0,0.0,180
15956,AS264272,REDE BARRA TELECOMUNICACOES LTDA - ME,BR,3548,0.0,0.0,180
15957,AS269032,UPNET TELECOM LTDA,BR,3548,0.0,0.0,180
15958,AS270652,H.l informatica e telecon Ltda me,BR,3548,0.0,0.0,180
15959,AS266954,TURBONET WIFI LTDA - ME,BR,3548,0.0,0.0,180
15960,AS265024,Radio Ativo Servicos de Internet LTDA,BR,3548,0.0,0.0,180
15961,AS268750,M. L. J. DANTAS - ME,BR,3548,0.0,0.0,180
15962,AS28254,Arganet Comunicacao e Monitoramento Digital Ltda,BR,3548,0.0,0.0,180
15963,AS394740,CONSOLIDATED-ELECTRIC-COOPERATIVE,US,3547,0.0,0.0,624
15964,AS270041,CABLE VISION SALLIQUELO SRL,AR,3546,0.01,0.0,464
15965,AS60134,AS-STARTNIX Neutral Operator,ES,3546,0.01,0.0,157
15966,AS56697,SUISBOGATELECOM,ES,3546,0.01,0.0,157
15967,AS40973,JCCM,ES,3546,0.01,0.0,157
15968,AS132160,SPEEDCASTAUSTRALIA-AS-AP SPEEDCAST AUSTRALIA PTY LIMITED,PG,3544,0.27,0.0,121
15969,AS138267,BSLTPL-AS-IN Bsl Technologies Pvt. Ltd.,IN,3544,0.0,0.0,437
15970,AS137123,MAXCON-AS-IN Maxcon Solution Pvt. Ltd.,IN,3544,0.0,0.0,437
15971,AS328375,Vlocity-Communications,ZA,3543,0.01,0.0,228
15972,AS38394,GOESN-AS-KR Gyeonggido Seongnam Office of Education,KR,3542,0.01,0.0,526
15973,AS42490,ZETO-RZESZOW,PL,3542,0.01,0.0,199
15974,AS198374,GESA-AS,PL,3542,0.01,0.0,199
15975,AS60816,INTERACTION-AS,PL,3542,0.01,0.0,199
15976,AS21889,RAPIDSYSTEMS,US,3542,0.0,0.0,623
15977,AS141234,BDTPL-AS-AP Big Data Technologies Pvt Ltd,PK,3538,0.01,0.0,1454
15978,AS132869,MANETWORKSERVICE-AS-AP Mohammad Mahabub Alam ta M.A Network Service,BD,3538,0.01,0.0,2287
15979,AS59527,ASISPACE,KG,3537,0.12,0.0,214
15980,AS39194,VSP,FI,3537,0.07,0.0,389
15981,AS269964,TV CABLE UNIVERSAL S.A,GT,3537,0.04,0.0,275
15982,AS35226,RIPPLECOM-AS,IE,3536,0.08,0.0,680
15983,AS198093,DFRI-AS Foreningen for digitala fri- och rattigheter,SE,3535,0.03,0.0,184
15984,AS9419,NTU-AS-AP Nanyang Technological University,SG,3534,0.07,0.0,1317
15985,AS8781,QA-ISP,IT,3533,0.01,0.0,218
15986,AS208877,SISTEL-AS,IT,3533,0.01,0.0,218
15987,AS50877,AIRBEAM-AS AIRBEAM,IT,3533,0.01,0.0,218
15988,AS9080,"GIN Czech Republic, EU",CZ,3532,0.04,0.0,232
15989,AS44411,EKSI-AS,UA,3530,0.01,0.0,379
15990,AS25935,WNYRIC-NET,US,3530,0.0,0.0,621
15991,AS7015,COMCAST-7015,US,3530,0.0,0.0,621
15992,AS203885,SNCF-ASN,FR,3529,0.01,0.0,187
15993,AS61716,Rede Tupiniquim de Comunicacao Ltda - ME,BR,3528,0.0,0.0,179
15994,AS269166,EBRANET COMERCIO E SERVICOS DE COMUNICACAO LTDA,BR,3528,0.0,0.0,179
15995,AS268813,Freitas Sistema de Comunicacao Internet Eireli-ME,BR,3528,0.0,0.0,179
15996,AS269485,JRNETWORKS Telecom,BR,3528,0.0,0.0,179
15997,AS136343,CERA39-AS Ceralink Communication Pvt Ltd,IN,3528,0.0,0.0,435
15998,AS263918,WS TELECOMUNICACOES LTDA EPP,BR,3528,0.0,0.0,179
15999,AS271348,E. MESQUITA SANTOS EIRELI,BR,3528,0.0,0.0,179
16000,AS61821,PR CONNECT,BR,3528,0.0,0.0,179
16001,AS266335,CTL PROVEDOR DE INTERNET LTDA,BR,3528,0.0,0.0,179
16002,AS267326,MICROLINK INFORMATICA COMERCIO E SERVICOS LTDA ME,BR,3528,0.0,0.0,179
16003,AS270812,S. R. BRASIL - ME,BR,3528,0.0,0.0,179
16004,AS16218,ASN-IACD IACD Autonomous System,DE,3527,0.01,0.0,148
16005,AS38496,CNI-AS-ID PT Cyber Network Indonesia,ID,3527,0.0,0.0,622
16006,AS1299,TELIANET Telia Carrier,DE,3527,0.01,0.0,148
16007,AS398779,ACEHOST,US,3525,0.0,0.0,620
16008,AS201695,ALARMADI-AS,PL,3524,0.01,0.0,198
16009,AS49300,IBSELEKTR-AS,PL,3524,0.01,0.0,198
16010,AS49178,NADUNET-ASN,ES,3524,0.01,0.0,156
16011,AS39551,GENCAT-AS,ES,3524,0.01,0.0,156
16012,AS203828,FONDLAR,PL,3524,0.01,0.0,198
16013,AS269762,Urunet SRL,AR,3523,0.01,0.0,461
16014,AS4791,JOONGANGLIBO-AS-KR JoongAng Ilbo,KR,3522,0.01,0.0,523
16015,AS56485,THEHOST-AS,UA,3521,0.01,0.0,378
16016,AS134880,FLIX-AS-IN Flix Broadband Services Private Limited,IN,3520,0.0,0.0,434
16017,AS203726,WIRLAB,IT,3517,0.01,0.0,217
16018,AS265737,NOANET S.A,AR,3516,0.01,0.0,460
16019,AS327947,KNUST-,GH,3515,0.03,0.0,1214
16020,AS52000,MIRHOSTING,US,3513,0.0,0.0,618
16021,AS36850,UNC-CH,US,3513,0.0,0.0,618
16022,AS25500,NTUU-KPI-AS,UA,3512,0.01,0.0,377
16023,AS265549,RBA CATV SA DE CV,MX,3512,0.0,0.0,422
16024,AS55536,PSWITCH-HK PACSWITCH IP NETWORK,AU,3511,0.02,0.0,278
16025,AS266163,ItaNet Telecom,BR,3508,0.0,0.0,178
16026,AS270536,GNET SOLUCOES EM INFORMATICA EIRELI,BR,3508,0.0,0.0,178
16027,AS270329,OMEGA_NET LTDA,BR,3508,0.0,0.0,178
16028,AS61711,BOAVISTA- PROVEDOR DE INTERNET E INFORMATICA LTDA,BR,3508,0.0,0.0,178
16029,AS28251,Cizol Com. e Servicos de Equip de Informatica Ltda,BR,3508,0.0,0.0,178
16030,AS266281,Piccinin Computadores e Telefonia Ltda,BR,3508,0.0,0.0,178
16031,AS270289,D F G LEITE - ME,BR,3508,0.0,0.0,178
16032,AS264125,UN TELECOMUNICACOES LTDA ME,BR,3508,0.0,0.0,178
16033,AS270534,Net X Provedor de Internet Ltda - ME,BR,3508,0.0,0.0,178
16034,AS266386,PROVEDOR RJ NET RS LTDA - EPP,BR,3508,0.0,0.0,178
16035,AS268859,INFORADIO SERVICOS DE COMUNICACAO MULTIMIDIA LTDA,BR,3508,0.0,0.0,178
16036,AS263006,Interone Telecom Ltda,BR,3508,0.0,0.0,178
16037,AS264441,Delta Comercio Informatica Ltda,BR,3508,0.0,0.0,178
16038,AS266293,CONECTA MINAS LTDA,BR,3508,0.0,0.0,178
16039,AS39572,ADVANCEDHOSTERS-AS,US,3508,0.0,0.0,617
16040,AS268142,BYTE SHOP CONVENIENCIA,BR,3508,0.0,0.0,178
16041,AS53049,IOLNET SOLUCAO PARA INFORMATICA LTDA - ME,BR,3508,0.0,0.0,178
16042,AS393885,HAVILAND-TEL,US,3508,0.0,0.0,617
16043,AS264776,Omar Anselmo Ripoll TDC NET,AR,3508,0.01,0.0,459
16044,AS60468,TVKG,PL,3507,0.01,0.0,197
16045,AS48137,PI-GROUP RIS-Webservice,BE,3507,0.03,0.0,137
16046,AS37513,Polytechnic-,,3505,0.29,0.0,451
16047,AS134290,ARROW46-AS Arrow Touch Wireless Internet Private Limited,IN,3503,0.0,0.0,432
16048,AS206313,FFNW-AS,DE,3503,0.01,0.0,147
16049,AS25039,ASN-LINDE Dr.-Carl-von-Linde-Str. 6 - 14,DE,3503,0.01,0.0,147
16050,AS201341,TESONET,IN,3503,0.0,0.0,432
16051,AS13994,OMU-1,US,3502,0.0,0.0,616
16052,AS197451,VUTBR-AS,CZ,3501,0.04,0.0,230
16053,AS266839,QUIMBITA PANCHI LUIS ANIBAL SISCOM,EC,3500,0.03,0.0,505
16054,AS45475,AMURINET-NZ Amuri Net,NZ,3498,0.08,0.0,322
16055,AS198089,IPVN-AS01,NL,3497,0.02,0.0,209
16056,AS42049,NADEJDANET,BG,3496,0.07,0.0,1231
16057,AS19215,ENERGIZE,US,3496,0.0,0.0,615
16058,AS265626,"SITE TELECOM, S. DE R.L. DE C.V.",MX,3495,0.0,0.0,420
16059,AS134052,LANCEFIBERNET-AS LANCEFIBERNET PVT LTD,IN,3495,0.0,0.0,431
16060,AS23872,DELDSLCORE-AS-AP delDSL Internet Pvt. Ltd.,IN,3495,0.0,0.0,431
16061,AS136379,ICL-AS-AP Istanaimpian Corporation Limited,KH,3495,0.05,0.0,549
16062,AS52336,Autoridad Nacional para la Innovacion Gubernamental,PA,3493,0.12,0.0,683
16063,AS47866,IBROWSE,FR,3491,0.01,0.0,185
16064,AS397137,SEIONTEC-SYSTEMS,US,3490,0.0,0.0,614
16065,AS27419,BIGRIVER,US,3490,0.0,0.0,614
16066,AS207461,LIQUIDIO,US,3490,0.0,0.0,614
16067,AS206446,ACTIVECLOUD,IL,3490,0.05,0.0,491
16068,AS38,UIUC,US,3490,0.0,0.0,614
16069,AS53832,ASN-BOYCOM,US,3490,0.0,0.0,614
16070,AS270937,SALAZAR & SALAZAR LTDA - ME,BR,3489,0.0,0.0,177
16071,AS205674,COMNET-AS,PL,3489,0.01,0.0,196
16072,AS268343,DT PROVEDOR DE INTERNET LTDA - ME,BR,3489,0.0,0.0,177
16073,AS270542,J I INFORMATICA LTDA ME,BR,3489,0.0,0.0,177
16074,AS271136,ACK TELECOMUNICACOES LTDA ME,BR,3489,0.0,0.0,177
16075,AS262457,HELLO BRAZIL REPRESENTACAO DE COMERCIO DE EQUIPAM,BR,3489,0.0,0.0,177
16076,AS266947,Led de Lima Provedora de internet Ltda Me,BR,3489,0.0,0.0,177
16077,AS266485,isabella magalhaes silveira mello me,BR,3489,0.0,0.0,177
16078,AS28322,Mar Internet Provider Ltda.,BR,3489,0.0,0.0,177
16079,AS271061,NETLINKPE.INFO LTDA,BR,3489,0.0,0.0,177
16080,AS268831,M & M telecomunicacoes e Multimidia,BR,3489,0.0,0.0,177
16081,AS269687,Inova Teleinformatica Ltda ME,BR,3489,0.0,0.0,177
16082,AS56132,MONASHUNI-AU-AS-AP Monash University,AU,3486,0.02,0.0,276
16083,AS17090,DATABASEBYDESIGNLLC,US,3485,0.0,0.0,613
16084,AS33097,VOLOCU,US,3485,0.0,0.0,613
16085,AS327859,Capital-Technologies,TZ,3483,0.03,0.0,423
16086,AS199051,"SCWLAN Vidovdanska 48, Bijeljina 76300",BA,3481,0.12,0.0,3146
16087,AS134712,PIPEXNETWORK-BD Pipex Network,BD,3481,0.01,0.0,2250
16088,AS3491,BTN-ASN,HK,3480,0.05,0.0,1259
16089,AS202196,BOOKING-BV,NL,3480,0.02,0.0,208
16090,AS140085,NETEXPRESS-BD-AS-AP NET EXPRESS,BD,3480,0.01,0.0,2249
16091,AS136493,"ENTCL-AS-AP Earth Network Technology HongKong Co., Limited",HK,3480,0.05,0.0,1259
16092,AS32806,MARITIME-TELECOMMUNICATIONS-NETWORK,NL,3480,0.02,0.0,208
16093,AS141559,LBSINFO-AS Lbs Infoway India Pvt Ltd,IN,3479,0.0,0.0,429
16094,AS196968,ILM-PROVIDER-AS,DE,3479,0.0,0.0,146
16095,AS207233,IPLUS,HU,3479,0.05,0.0,435
16096,AS3223,VOXILITY,DE,3479,0.0,0.0,146
16097,AS139484,SATHYA-AS-IN Sathya Web Services Private Limited,IN,3479,0.0,0.0,429
16098,AS57877,VOZELIA,ES,3478,0.01,0.0,154
16099,AS270110,FIBRA 360 SA de CV,MX,3478,0.0,0.0,418
16100,AS209386,EMSANET-AS,ES,3478,0.01,0.0,154
16101,AS61337,ECOM-AS,GB,3476,0.01,0.0,367
16102,AS137040,NZSPL-AS-AP Network Zone Solution Provider Ltd,AF,3475,0.06,0.0,268
16103,AS9277,SKB-T-AS-KR SK Broadband Co Ltd,KR,3474,0.01,0.0,516
16104,AS205753,SKYSTAR-AS,UA,3474,0.01,0.0,373
16105,AS25403,DELTA-AS,UA,3474,0.01,0.0,373
16106,AS327819,AZAM-MEDIA,TZ,3474,0.03,0.0,422
16107,AS269938,ADN TELECOM S.A.C.,PE,3474,0.02,0.0,409
16108,AS5719,SUNYSB,US,3473,0.0,0.0,611
16109,AS196900,AXALNET-AS,SK,3471,0.07,0.0,231
16110,AS202276,IBOSSRIPE,PL,3471,0.01,0.0,195
16111,AS269855,WORLD CONNECTION,CO,3471,0.01,0.0,362
16112,AS206319,FIBRETECH-AS,PL,3471,0.01,0.0,195
16113,AS57536,MICROLINK,PL,3471,0.01,0.0,195
16114,AS263755,Coop. de Obras y Servicios Publicos Ltda. De Tancacha,AR,3470,0.01,0.0,454
16115,AS3598,MICROSOFT-CORP-AS,SG,3470,0.07,0.0,1293
16116,AS265725,"COOP. DE ELECT., OBRAS, CREDITO, VIVIENDA Y SERVICIOS PUBLICOS DE LAS FLORES LTDA",AR,3470,0.01,0.0,454
16117,AS265971,CRBC TELECOM LTDA ME,BR,3469,0.0,0.0,176
16118,AS206460,SIMINFORMATICA,IT,3469,0.01,0.0,214
16119,AS268749,cinthia cristina da silva,BR,3469,0.0,0.0,176
16120,AS271241,Fbnet Telecom,BR,3469,0.0,0.0,176
16121,AS263967,MEGA PROVEDORES DE INTERNET E COM. DE INFO LTDA ME,BR,3469,0.0,0.0,176
16122,AS262393,A ALVES GOMES INFORMATICA - ME,BR,3469,0.0,0.0,176
16123,AS268574,Speed Net Comunicacoes Ltda,BR,3469,0.0,0.0,176
16124,AS271274,CLICKCEDRO PROVEDOR DE INTERNET,BR,3469,0.0,0.0,176
16125,AS267170,V&J Net Comercio e Servicos de Informatica Ltda,BR,3469,0.0,0.0,176
16126,AS270598,FUSION INTERNET WIFI LTDA,BR,3469,0.0,0.0,176
16127,AS266051,BSB TIC SOLUCOES LTDA - EPP,BR,3469,0.0,0.0,176
16128,AS18113,PFIZER-SG-AP Pfizer Pte Ltd Singapore dual homed,US,3468,0.0,0.0,610
16129,AS30396,NORTH-AS,CA,3467,0.01,0.0,376
16130,AS208687,JURASSIC-FIBRE,GB,3466,0.01,0.0,366
16131,AS328346,Airtelecom-AS,ZA,3465,0.01,0.0,223
16132,AS35273,CITYLINE,UA,3465,0.01,0.0,372
16133,AS137679,SNOPL-AS Shree Net Online Services Private Limited,IN,3463,0.0,0.0,427
16134,AS135693,TNETBRBD-AS-IN Touchnet Broadband Services Pvt. Ltd.,IN,3463,0.0,0.0,427
16135,AS134112,ARIASAT-LTD Aria Sat LTD,AF,3462,0.06,0.0,267
16136,AS38404,GOEBC-AS-KR Gyeonggi Provincial Bucheon Office of Education,KR,3461,0.01,0.0,514
16137,AS59353,SPARKSYSTEMSLTD-BD Spark Systems Ltd.,BD,3459,0.01,0.0,2236
16138,AS138887,ADIZKA-AS-ID PT ADIZKA LINTAS DATA,ID,3459,0.0,0.0,610
16139,AS202743,APLIENFI,ES,3456,0.01,0.0,153
16140,AS59341,SINETEN-BD SINE-10 BD LIMITED,BD,3456,0.01,0.0,2234
16141,AS57160,GOLOVIN-AS,UA,3456,0.01,0.0,371
16142,AS16327,PAVLABOR-AS,UA,3456,0.01,0.0,371
16143,AS135844,NETIT-AS Lightyears Broadband Pvt Ltd,IN,3455,0.0,0.0,426
16144,AS198081,ADURO-NETWORK-TECHNOLOGIES,PL,3453,0.01,0.0,194
16145,AS211938,WW-NET-ASN,PL,3453,0.01,0.0,194
16146,AS202177,MEGA-NET-AS,PL,3453,0.01,0.0,194
16147,AS49601,UNITEL-MEDIA,PL,3453,0.01,0.0,194
16148,AS3290,WIFAST,LB,3453,0.06,0.0,1803
16149,AS205074,MEDIASYSTEM,PL,3453,0.01,0.0,194
16150,AS206559,PPHU-POKAL Wolsztyn 64-200,PL,3453,0.01,0.0,194
16151,AS20959,TELECOM-ITALIA-DATA-COM,IT,3452,0.01,0.0,213
16152,AS266558,Infra Solucoes de Informatica Ltda Me,BR,3449,0.0,0.0,175
16153,AS266267,LIGUENET TELECOM LTDA - ME,BR,3449,0.0,0.0,175
16154,AS52633,MariluzNet Telecomunicacoes,BR,3449,0.0,0.0,175
16155,AS265159,SHELLEY JOSEPH SOARES SOUSA - ME,BR,3449,0.0,0.0,175
16156,AS267248,AIPEER TECNOLOGIA LTDA,BR,3449,0.0,0.0,175
16157,AS270757,VIP NET PROVEDOR DE SERVICOS DE INTERNET LTDA,BR,3449,0.0,0.0,175
16158,AS268368,D COELHO BEZERRA ME,BR,3449,0.0,0.0,175
16159,AS268395,G7 MS EIRELI - ME,BR,3449,0.0,0.0,175
16160,AS270709,UP CONECT PROVEDOR LTDA,BR,3449,0.0,0.0,175
16161,AS268165,SpeedNet Solucoes Tecnologicas,BR,3449,0.0,0.0,175
16162,AS266266,Speed NET Internet Banda Larga,BR,3449,0.0,0.0,175
16163,AS263947,VirtualSpace Telecom,BR,3449,0.0,0.0,175
16164,AS264066,WP Tecnologia LTDA ME,BR,3449,0.0,0.0,175
16165,AS269422,Gkg Net Telecon Eireli,BR,3449,0.0,0.0,175
16166,AS264743,CORDOBA IP SRL,AR,3447,0.01,0.0,451
16167,AS136295,JBPL-AS Jadhav Broadband Private Limited,IN,3447,0.0,0.0,425
16168,AS265510,EJA TELECOMM S DE RL,MX,3445,0.0,0.0,414
16169,AS396238,FAIRLAWNGIG-NET,US,3445,0.0,0.0,606
16170,AS137485,ATSTECH-AS-AP ATS Technology,BD,3444,0.01,0.0,2226
16171,AS11924,MONTANA-OPTICOM,US,3439,0.0,0.0,605
16172,AS30119,PLUMAS-SIERRA-TELECOMMUNICATIONS,US,3439,0.0,0.0,605
16173,AS18534,FIBER-,CA,3439,0.01,0.0,373
16174,AS139558,ULTRAWA-AS-IN Ultrawave Internet Access Pvt Ltd,IN,3438,0.0,0.0,424
16175,AS57743,GREENNETWORKS-LCC,GE,3436,0.12,0.0,645
16176,AS22735,Govt-Namibia,,3435,0.28,0.0,442
16177,AS205608,SERVIRE-AS,PL,3435,0.01,0.0,193
16178,AS42261,TECHMEDIA-AS,PL,3435,0.01,0.0,193
16179,AS199234,KOMPUTEROWE-STUDIO-GRAFIKI,PL,3435,0.01,0.0,193
16180,AS53423,BRAZOSWIFI,US,3434,0.0,0.0,604
16181,AS63483,SKYNET-AS-1,US,3434,0.0,0.0,604
16182,AS40918,DIODE-DILLER,US,3434,0.0,0.0,604
16183,AS19754,FNL-33-19754,US,3434,0.0,0.0,604
16184,AS63298,FATBEAM-TEKFINITY,US,3434,0.0,0.0,604
16185,AS204073,JOBST-DSL,DE,3431,0.0,0.0,144
16186,AS62106,CISBG-AS,BG,3431,0.07,0.0,1208
16187,AS13786,SEABRAS-1,BR,3430,0.0,0.0,174
16188,AS271027,SUL TELECOMUNICACOES DO BRASIL LTDA,BR,3430,0.0,0.0,174
16189,AS264308,RM INFORMATICA LTDA,BR,3430,0.0,0.0,174
16190,AS268584,jws provedores internet eirele,BR,3430,0.0,0.0,174
16191,AS269041,CariraNET Provedor,BR,3430,0.0,0.0,174
16192,AS267093,bdcnet telecom,BR,3430,0.0,0.0,174
16193,AS270567,CONNECT TI & TELECOM,BR,3430,0.0,0.0,174
16194,AS269401,EY TELECOMUNICACOES EIRELI,BR,3430,0.0,0.0,174
16195,AS267356,FITELECOM - FIBER IN HOME TELECOM. E INFOR. LTDA,BR,3430,0.0,0.0,174
16196,AS263854,JGC NET INFORMATICA LTDA - ME,BR,3430,0.0,0.0,174
16197,AS52926,ZAPNET Provedor de Internet Eireli - ME,BR,3430,0.0,0.0,174
16198,AS264891,PORTAL LINK TELECOM,BR,3430,0.0,0.0,174
16199,AS269295,WLAN NETWORK LTDA,BR,3430,0.0,0.0,174
16200,AS269228,NETWORK SERVIcOS DE INFORMATICA Ltda.,BR,3430,0.0,0.0,174
16201,AS268634,Brazilian Telecomunicacoes Ltda - Me,BR,3430,0.0,0.0,174
16202,AS264497,Mais Net Telecomunicacoes Eirelli,BR,3430,0.0,0.0,174
16203,AS265889,Optinet Telecomunicacoes Ltda,BR,3430,0.0,0.0,174
16204,AS267267,ALMEIDA CARMO INFORMATICA LTDA-ME,BR,3430,0.0,0.0,174
16205,AS199620,ASN-A-NET-PROVIDING,AM,3429,0.14,0.0,294
16206,AS211570,KENTAVR-AS,UA,3428,0.01,0.0,368
16207,AS37398,junisat,NG,3428,0.01,0.0,460
16208,AS35971,MYRTLE,US,3428,0.0,0.0,603
16209,AS26311,RANCH-WIFI,US,3428,0.0,0.0,603
16210,AS205345,HORALNET,CZ,3425,0.04,0.0,225
16211,AS47849,NETCOMLAN-AS,BG,3425,0.07,0.0,1206
16212,AS206194,SKYNETWORKS-AS,SK,3425,0.07,0.0,228
16213,AS142051,HAQNET-AS-AP HaqNet Technology Services,AF,3423,0.06,0.0,264
16214,AS21515,NET-SISQTEL-NET1,US,3422,0.0,0.0,602
16215,AS212647,SWN-AS,US,3422,0.0,0.0,602
16216,AS15122,PTPBROADBAND,CA,3421,0.01,0.0,371
16217,AS206355,SPEEDNET,IT,3420,0.01,0.0,211
16218,AS43809,FORSS Forss Webservice AB Forss Bredband,SE,3420,0.03,0.0,178
16219,AS210178,SKYFIBERNET,GB,3419,0.01,0.0,361
16220,AS34390,NTELEKOM-AS-PON,PL,3418,0.01,0.0,192
16221,AS197348,MELNYK-AS,UA,3418,0.01,0.0,367
16222,AS396422,3DS-AS01,US,3417,0.0,0.0,601
16223,AS13356,PANORA,US,3417,0.0,0.0,601
16224,AS269833,ENRIQUE JUAN MANUEL INNOVAR INTERNET,AR,3416,0.01,0.0,447
16225,AS60849,ILEVANT-AS,AE,3415,0.03,0.0,803
16226,AS26619,GTD COLOMBIA S.A.S,CO,3414,0.01,0.0,356
16227,AS12861,DEKSAR,TR,3412,0.01,0.0,463
16228,AS396982,GOOGLE-PRIVATE-CLOUD,CA,3411,0.01,0.0,370
16229,AS204287,HOSTROYALE_TECHNOLOGIES,ES,3411,0.01,0.0,151
16230,AS36487,NEB-SANDHILLS-NET,US,3411,0.0,0.0,600
16231,AS267412,Linknet-Wifi Informatica e telecomunicacoes,BR,3410,0.0,0.0,173
16232,AS268923,L&R Digital Internet LTDA,BR,3410,0.0,0.0,173
16233,AS36351,SOFTLAYER,BR,3410,0.0,0.0,173
16234,AS202872,KMENET,CZ,3410,0.04,0.0,224
16235,AS265355,L. T. SPECHT TELECOMUNICACOES ME,BR,3410,0.0,0.0,173
16236,AS269551,J. VIEIRA DE LUCENA J J NET,BR,3410,0.0,0.0,173
16237,AS268803,JRB TELECOM LTDA,BR,3410,0.0,0.0,173
16238,AS266966,INTELINK COMUNICACAO LTDA - ME,BR,3410,0.0,0.0,173
16239,AS270846,DESTAK NET PROVEDOR DE INTERNET LTDA,BR,3410,0.0,0.0,173
16240,AS270285,LX7 TECNOLOGIA LTDA,BR,3410,0.0,0.0,173
16241,AS268303,Fresnel Conectividade Eireli ME,BR,3410,0.0,0.0,173
16242,AS271095,SB INTERNET,BR,3410,0.0,0.0,173
16243,AS268736,Patricki A Felipe,BR,3410,0.0,0.0,173
16244,AS49931,SITKOM-AS,CZ,3410,0.04,0.0,224
16245,AS52948,Interneith Internet Eireli,BR,3410,0.0,0.0,173
16246,AS46028,"PACNET-AS-ID Transkon Jaya, PT",ID,3408,0.0,0.0,601
16247,AS135802,SWASTIKN-AS-IN Swastik Network Solution,IN,3406,0.0,0.0,420
16248,AS139518,DAANISH-AS-IN Daanish Broadband Private Limited,IN,3406,0.0,0.0,420
16249,AS394666,NYU-HOSPITALS-CENTER,US,3405,0.0,0.0,599
16250,AS26909,WBS-AS,US,3405,0.0,0.0,599
16251,AS142060,UTTARAONLINEBD-AS-AP Uttara Online,BD,3405,0.01,0.0,2201
16252,AS397391,HON-ASN,US,3405,0.0,0.0,599
16253,AS3242,ASN-ITNET,IT,3404,0.01,0.0,210
16254,AS47406,RLNET-AS,IT,3404,0.01,0.0,210
16255,AS328319,Amtel-AS,SO,3401,0.97,0.0,8470
